,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALEDATE
1918,2.0,HUNTS POINT,02 TWO FAMILY DWELLINGS,2740.0,58.0,840 MANIDA STREET,,10474.0,2.0,0.0,2.0,"2,500","2,624",1901.0,1.0,B1,0,2020-04-15
1921,2.0,HUNTS POINT,02 TWO FAMILY DWELLINGS,2761.0,42.0,881 FAILE STREET,,10474.0,2.0,0.0,2.0,"2,500","2,370",1899.0,1.0,B2,"490,000",2020-05-27
1922,2.0,HUNTS POINT,02 TWO FAMILY DWELLINGS,2761.0,42.0,881 FAILE STREET,,10474.0,2.0,0.0,2.0,"2,500","2,370",1899.0,1.0,B2,"340,000",2020-03-09
1923,2.0,HUNTS POINT,02 TWO FAMILY DWELLINGS,2762.0,64.0,1211 GILBERT PLACE,,10474.0,2.0,0.0,2.0,"2,500","2,548",1901.0,1.0,B1,0,2020-06-03
1935,2.0,HUNTS POINT,03 THREE FAMILY DWELLINGS,2761.0,92.0,919 BRYANT AVENUE,,10474.0,3.0,0.0,3.0,"2,500","3,444",1910.0,1.0,C0,0,2020-04-27
1936,2.0,HUNTS POINT,03 THREE FAMILY DWELLINGS,2761.0,157.0,902 BRYANT AVENUE,,10474.0,3.0,0.0,3.0,"2,000","2,685",1899.0,1.0,C0,"869,000",2020-04-22
1939,2.0,HUNTS POINT,03 THREE FAMILY DWELLINGS,2765.0,353.0,617 COSTER STREET,,10474.0,3.0,0.0,3.0,"2,100","3,276",2004.0,1.0,C0,"755,000",2020-01-29
1944,2.0,HUNTS POINT,05 TAX CLASS 1 VACANT LAND,2765.0,196.0,N/A CASANOVA STREET,,10474.0,0.0,0.0,0.0,"2,500",0,,1.0,V0,"4,250,000",2020-02-10
1945,2.0,HUNTS POINT,07 RENTALS - WALKUP APARTMENTS,2762.0,92.0,854 FAILE STREET,,10474.0,4.0,0.0,4.0,"2,500","3,200",1931.0,2.0,C3,0,2020-02-08
1948,2.0,HUNTS POINT,09 COOPS - WALKUP APARTMENTS,2765.0,146.0,"645 BARRETTO ST, 1J",,10474.0,,,,,,1927.0,2.0,C6,"75,000",2020-03-09
1950,2.0,HUNTS POINT,22 STORE BUILDINGS,2769.0,161.0,550 HUNTS POINT AVENUE,,10474.0,0.0,1.0,1.0,"14,562","6,391",1961.0,4.0,K7,"2,250,000",2020-03-09
1951,2.0,HUNTS POINT,27 FACTORIES,2736.0,138.0,1190 EAST 156 STREET,,10474.0,0.0,1.0,1.0,"20,033","10,000",1955.0,4.0,F1,"5,350,000",2020-04-01
1952,2.0,HUNTS POINT,27 FACTORIES,2737.0,102.0,1165 BURNETT PLACE,,10474.0,0.0,1.0,1.0,"10,940","7,875",1955.0,4.0,F1,"3,200,000",2020-03-26
1953,2.0,HUNTS POINT,27 FACTORIES,2755.0,52.0,967 LONGFELLOW AVENUE,,10474.0,0.0,1.0,1.0,"5,450","5,450",1930.0,4.0,F5,"1,400,000",2020-01-14
1955,2.0,HUNTS POINT,27 FACTORIES,2768.0,179.0,512 TIFFANY STREET,,10474.0,0.0,2.0,2.0,"20,000","21,000",1892.0,4.0,F9,"6,300,000",2020-03-30
1958,2.0,HUNTS POINT,29 COMMERCIAL GARAGES,2765.0,138.0,1220 SPOFFORD AVENUE,,10474.0,0.0,1.0,1.0,"5,000","6,150",1924.0,4.0,G9,"4,250,000",2020-02-10
1959,2.0,HUNTS POINT,29 COMMERCIAL GARAGES,2766.0,218.0,630 HUNTS POINT AVENUE,,10474.0,0.0,1.0,1.0,"13,937","3,891",1956.0,4.0,G2,"2,800,000",2020-01-10
1960,2.0,HUNTS POINT,29 COMMERCIAL GARAGES,2769.0,80.0,1321 OAK POINT AVENUE,,10474.0,0.0,8.0,8.0,"25,000","26,260",1928.0,4.0,G2,0,2020-01-02
1961,2.0,HUNTS POINT,29 COMMERCIAL GARAGES,2769.0,167.0,510 HUNTS POINT AVENUE,,10474.0,0.0,7.0,7.0,"18,764","9,020",1940.0,4.0,G2,0,2020-01-07
1962,2.0,HUNTS POINT,29 COMMERCIAL GARAGES,2769.0,170.0,506 HUNTS POINT AVENUE,,10474.0,0.0,1.0,1.0,"3,305","3,200",1932.0,4.0,G2,"750,000",2020-03-04
1967,2.0,HUNTS POINT,30 WAREHOUSES,2765.0,197.0,660 CASANOVA STREET,,10474.0,0.0,1.0,1.0,"5,000","5,000",1925.0,4.0,E1,"4,250,000",2020-02-10
1969,2.0,HUNTS POINT,30 WAREHOUSES,2768.0,289.0,1260 RANDALL AVENUE,,10474.0,0.0,1.0,1.0,"10,000","1,700",1931.0,4.0,E1,"2,350,000",2020-03-12
1970,2.0,HUNTS POINT,30 WAREHOUSES,2774.0,303.0,319 COSTER STREET,,10474.0,0.0,1.0,1.0,"2,500","2,500",1933.0,4.0,E1,0,2020-01-24
1971,2.0,HUNTS POINT,30 WAREHOUSES,2777.0,230.0,1301 RYAWA AVENUE,,10474.0,0.0,1.0,1.0,"141,000","117,100",1963.0,4.0,E1,0,2020-05-08
1972,2.0,HUNTS POINT,30 WAREHOUSES,2781.0,500.0,"355 FOOD CENTER DRIVE, C22",,10474.0,0.0,10.0,10.0,"6,777,433","1,598,812",1973.0,4.0,E9,"3,850,000",2020-03-02
1973,2.0,HUNTS POINT,30 WAREHOUSES,2781.0,500.0,"355 FOOD CENTER DRIVE, C21",,10474.0,0.0,10.0,10.0,"6,777,433","1,598,812",1973.0,4.0,E9,"3,850,000",2020-03-02
1974,2.0,HUNTS POINT,30 WAREHOUSES,2781.0,500.0,"355 FOOD CENTER DRIVE, C19",,10474.0,0.0,10.0,10.0,"6,777,433","1,598,812",1973.0,4.0,E9,"3,850,000",2020-03-02
1975,2.0,HUNTS POINT,30 WAREHOUSES,2781.0,500.0,"355 FOOD CENTER DRIVE, C17",,10474.0,0.0,10.0,10.0,"6,777,433","1,598,812",1973.0,4.0,E9,"3,850,000",2020-03-02
1976,2.0,HUNTS POINT,30 WAREHOUSES,2781.0,500.0,"355 FOOD CENTER DRIVE, C18",,10474.0,0.0,10.0,10.0,"6,777,433","1,598,812",1973.0,4.0,E9,"3,850,000",2020-03-02
1977,2.0,HUNTS POINT,30 WAREHOUSES,2781.0,500.0,"355 FOOD CENTER DRIVE, D17",,10474.0,0.0,10.0,10.0,"6,777,433","1,598,812",1973.0,4.0,E9,"3,850,000",2020-03-02
1978,2.0,HUNTS POINT,30 WAREHOUSES,2781.0,500.0,"355 FOOD CENTER DRIVE, C20",,10474.0,0.0,10.0,10.0,"6,777,433","1,598,812",1973.0,4.0,E9,"3,850,000",2020-03-02
1983,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 404A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
1984,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 405",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
1985,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 429A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
1986,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 406A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
1987,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 267A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,300,000",2020-01-30
1988,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 266",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,300,000",2020-01-30
1990,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 407",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
1992,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 267",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,300,000",2020-01-30
1993,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 266A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,300,000",2020-01-30
1998,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 407A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
1999,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 429",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2000,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 432",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2003,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 431",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2004,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 404",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
2005,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 433A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2006,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 430",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2007,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 268A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,300,000",2020-01-30
2008,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 403A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
2009,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 405A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
2010,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 431A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2011,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 430A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2012,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 403",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
2015,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 433",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2019,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 432A",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,600,000",2020-04-30
2022,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 268",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"1,300,000",2020-01-30
2023,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2770.0,1.0,"410 HALLECK STREET, 406",,10474.0,0.0,252.0,252.0,"5,612,000","1,172,005",1960.0,4.0,Z9,"425,000",2020-04-30
2025,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2774.0,233.0,1248 EAST BAY AVENUE,,10474.0,0.0,0.0,0.0,"3,700",0,,4.0,Z9,"500,000",2020-06-18
2028,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2775.0,97.0,1340 EAST BAY AVENUE,,10474.0,0.0,1.0,1.0,"120,000","19,200",1959.0,4.0,Z9,"26,500,000",2020-06-17
2029,2.0,HUNTS POINT,41 TAX CLASS 4 - OTHER,2777.0,455.0,278 DRAKE STREET,,10474.0,0.0,1.0,1.0,"5,000",525,1990.0,4.0,Z9,"75,000",2020-05-08
2031,2.0,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,3205.0,7.0,2606 GRAND AVENUE,,10468.0,1.0,0.0,1.0,"5,000","3,105",1901.0,1.0,A1,0,2020-01-14
2032,2.0,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,3205.0,49.0,2605 DAVIDSON AVENUE,,10468.0,1.0,0.0,1.0,"3,700","2,520",1901.0,1.0,A1,"735,000",2020-02-20
2033,2.0,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,3217.0,13.0,2210 ANDREWS AVENUE,,10453.0,1.0,0.0,1.0,"5,000","4,274",1901.0,1.0,A9,"853,300",2020-05-22
2035,2.0,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,3228.0,41.0,190 WEST 180 STREET,,10453.0,1.0,0.0,1.0,"5,208","2,340",1920.0,1.0,A4,"180,000",2020-01-31
2038,2.0,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY DWELLINGS,3232.0,88.0,2216 CEDAR AVENUE,,10468.0,1.0,0.0,1.0,"3,033","2,325",1901.0,1.0,A1,0,2020-05-01
2043,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3195.0,17.0,2167 DAVIDSON AVENUE,,10453.0,2.0,0.0,2.0,"2,000","2,340",1991.0,1.0,B2,"130,000",2020-05-11
2047,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3206.0,12.0,2052 HARRISON AVENUE,,10453.0,2.0,0.0,2.0,"2,000","2,100",1992.0,1.0,B1,"608,000",2020-02-13
2048,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3206.0,27.0,2071 GRAND AVENUE,,10453.0,2.0,0.0,2.0,"2,000","2,100",1992.0,1.0,B1,"635,000",2020-05-26
2050,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3206.0,60.0,2119 GRAND AVENUE,,10453.0,2.0,0.0,2.0,"3,000","3,564",1920.0,1.0,B9,"950,000",2020-02-13
2053,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3209.0,51.0,2319 GRAND AVENUE,,10468.0,2.0,0.0,2.0,"2,633","3,380",1901.0,1.0,B2,"720,000",2020-06-29
2058,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3219.0,131.0,2477 DEVOE TERRACE,,10468.0,2.0,0.0,2.0,"1,295","1,464",1910.0,1.0,B2,0,2020-05-18
2060,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3221.0,49.0,1955 ANDREWS AVENUE SOUTH,,10453.0,2.0,1.0,3.0,"3,400","2,205",1920.0,1.0,S2,"443,500",2020-03-16
2064,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3232.0,103.0,2184 CEDAR AVENUE,,10468.0,2.0,0.0,2.0,"2,500","2,860",2009.0,1.0,B1,0,2020-03-20
2065,2.0,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,3234.0,89.0,2268 HAMPDEN PLACE,,10468.0,2.0,0.0,2.0,"2,119","2,200",1910.0,1.0,B3,"679,000",2020-04-29
2067,2.0,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY DWELLINGS,3195.0,30.0,29 CLINTON PL,,10453.0,3.0,0.0,3.0,"5,000","4,032",1901.0,1.0,C0,0,2020-05-04
2069,2.0,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY DWELLINGS,3237.0,153.0,2523 SEDGWICK AVENUE,,10468.0,3.0,0.0,3.0,"3,180","2,629",1901.0,1.0,C0,0,2020-02-13
2071,2.0,KINGSBRIDGE HTS/UNIV HTS,05 TAX CLASS 1 VACANT LAND,3237.0,119.0,2605 SEDGWICK AVENUE,,10468.0,0.0,0.0,0.0,"4,549",0,,1.0,V0,"850,000",2020-06-16
2072,2.0,KINGSBRIDGE HTS/UNIV HTS,06 TAX CLASS 1 - OTHER,3195.0,18.0,2165 DAVIDSON AVENUE,,10453.0,0.0,0.0,0.0,"2,000",0,,1.0,G0,"130,000",2020-05-11
2073,2.0,KINGSBRIDGE HTS/UNIV HTS,07 RENTALS - WALKUP APARTMENTS,3213.0,58.0,2500 UNIVERSITY AVENUE,,10468.0,58.0,0.0,58.0,"14,994","52,805",1922.0,2.0,C1,0,2020-02-07
2075,2.0,KINGSBRIDGE HTS/UNIV HTS,07 RENTALS - WALKUP APARTMENTS,3219.0,193.0,104 WEST 190 STREET,,10468.0,23.0,2.0,25.0,"5,947","22,750",1916.0,2.0,C7,0,2020-01-24
2077,2.0,KINGSBRIDGE HTS/UNIV HTS,08 RENTALS - ELEVATOR APARTMENTS,3214.0,1.0,75 WEST 190 STREET,,10468.0,48.0,1.0,49.0,"12,400","68,797",1928.0,2.0,D7,0,2020-02-25
2078,2.0,KINGSBRIDGE HTS/UNIV HTS,08 RENTALS - ELEVATOR APARTMENTS,3214.0,66.0,2505 AQUEDUCT AVENUE WEST,,10468.0,48.0,0.0,48.0,"12,825","67,000",1928.0,2.0,D1,0,2020-02-07
2079,2.0,KINGSBRIDGE HTS/UNIV HTS,08 RENTALS - ELEVATOR APARTMENTS,3218.0,58.0,2305 UNIVERSITY AVENUE,,10468.0,54.0,0.0,54.0,"15,000","67,200",1924.0,2.0,D1,0,2020-03-17
2082,2.0,KINGSBRIDGE HTS/UNIV HTS,08 RENTALS - ELEVATOR APARTMENTS,3228.0,97.0,1945 LORING PLACE SOUTH,,10453.0,43.0,0.0,43.0,"9,750","47,500",1927.0,2.0,D1,0,2020-02-07
2089,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"8 FORDHAM HILL OVAL, 2B",,10468.0,,,,,,1950.0,2.0,D4,"270,000",2020-03-18
2094,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"2 FORDHAM HILL OVAL, 6F",,10468.0,,,,,,1950.0,2.0,D4,"255,000",2020-02-14
2095,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"4 FORDHAM HILL OVAL, 9H",,10468.0,,,,,,1950.0,2.0,D4,"200,000",2020-06-22
2100,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"1 FORDHAM HILL OVAL, 1G",,10468.0,,,,,,1950.0,2.0,D4,"157,170",2020-06-05
2101,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"4 FORDHAM HILL OVAL, 2E",,10468.0,,,,,,1950.0,2.0,D4,"162,500",2020-04-30
2104,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"9 FORDHAM HILL OVAL, 2D",,10468.0,,,,,,1950.0,2.0,D4,"170,000",2020-02-14
2106,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"7 FORDHAM HILL OVAL, 3F",,10468.0,,,,,,1950.0,2.0,D4,"270,000",2020-01-17
2107,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"4 FORDHAM HILL OVAL, 11G",,10468.0,,,,,,1950.0,2.0,D4,"325,000",2020-06-24
2111,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"8 FORDHAM HILL OVAL, 6D",,10468.0,,,,,,1950.0,2.0,D4,"160,000",2020-05-18
2112,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"3 FORDHAM HILL OVAL, 8E",,10468.0,,,,,,1950.0,2.0,D4,"155,000",2020-02-24
2114,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"5 FORDHAM HILL OVAL, 10D",,10468.0,,,,,,1950.0,2.0,D4,"95,000",2020-02-21
2120,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226.0,53.0,"7 FORDHAM HILL OVAL, 7F",,10468.0,,,,,,1950.0,2.0,D4,"270,000",2020-03-17
2122,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3237.0,67.0,"2630 KINGSBRIDGE TERRACE, 1W",,10463.0,,,,,,1955.0,2.0,D4,"242,000",2020-01-17
2123,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3237.0,67.0,"2630 KINGSBRIDGE TERRACE, 2Z",,10463.0,,,,,,1955.0,2.0,D4,"180,000",2020-02-04
2125,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3237.0,145.0,"2545 SEDGWICK AVENUE, 4J",,10468.0,,,,,,1964.0,2.0,D4,"199,000",2020-02-26
2126,2.0,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3237.0,145.0,"2545 SEDGWICK AVENUE, 6K",,10468.0,,,,,,1964.0,2.0,D4,"130,000",2020-06-04
2129,2.0,KINGSBRIDGE HTS/UNIV HTS,22 STORE BUILDINGS,3208.0,39.0,68 WEST 183RD,,10453.0,0.0,2.0,2.0,"10,000","9,750",1990.0,4.0,K1,"2,525,000",2020-01-29
2130,2.0,KINGSBRIDGE HTS/UNIV HTS,29 COMMERCIAL GARAGES,3225.0,108.0,140 WEST FORDHAM ROAD,,10468.0,0.0,1.0,1.0,"9,500",450,1995.0,4.0,G2,"2,950,000",2020-03-09
2131,2.0,KINGSBRIDGE HTS/UNIV HTS,31 COMMERCIAL VACANT LAND,3244.0,1.0,"N/A LANDING ROAD, *****",*****,10468.0,0.0,0.0,0.0,"227,238",0,,4.0,V1,"18,029,375",2020-01-15
2132,2.0,KINGSBRIDGE HTS/UNIV HTS,31 COMMERCIAL VACANT LAND,3245.0,3.0,N/A WEST 192 STREET,,10463.0,0.0,0.0,0.0,"253,080",0,,4.0,V1,"18,029,375",2020-01-15
2134,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,3249.0,123.0,133 WEST 195 STREET,,10468.0,1.0,0.0,1.0,"2,500","1,308",1930.0,1.0,A1,"540,000",2020-06-30
2135,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,3254.0,29.0,3146 KINGSBRIDGE TERRACE,,10463.0,1.0,0.0,1.0,"1,725",960,1899.0,1.0,A1,"618,000",2020-03-11
2137,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,3255.0,55.0,3377 SEDGWICK AVENUE,,10463.0,1.0,0.0,1.0,"6,750","3,719",1899.0,1.0,A1,"1,250,000",2020-05-01
2140,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,3258.0,110.0,3413 CANNON PLACE,,10463.0,1.0,0.0,1.0,"2,017","1,240",1935.0,1.0,A5,"680,000",2020-01-07
2142,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,3261.0,66.0,3069 HEATH AVENUE,,10463.0,1.0,0.0,1.0,"2,175",247,1899.0,1.0,A2,"450,000",2020-01-10
2144,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,3263.0,124.0,3819 ORLOFF AVENUE,,10463.0,1.0,0.0,1.0,"3,413","1,332",1920.0,1.0,A1,"420,000",2020-02-05
2146,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,3271.0,72.0,3835 BAILEY AVENUE,,10463.0,1.0,0.0,1.0,"1,795","1,332",1940.0,1.0,A5,"739,809",2020-02-12
2147,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,5708.0,97.0,3113 KINGSBRIDGE AVENUE,,10463.0,1.0,0.0,1.0,"10,000","2,998",1901.0,1.0,A1,0,2020-05-16
2149,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,5757.0,308.0,280 WEST 234 STREET,,10463.0,1.0,0.0,1.0,"1,728","1,296",1939.0,1.0,A5,0,2020-03-11
2150,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,5758.0,338.0,3245 TIBBETT AVENUE,,10463.0,1.0,0.0,1.0,"3,230","2,522",1935.0,1.0,A1,"455,322",2020-05-18
2152,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,5761.0,456.0,3407 KINGSBRIDGE AVENUE,,10463.0,1.0,0.0,1.0,"4,329","1,593",1925.0,1.0,A9,"850,000",2020-06-02
2153,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,5762.0,502.0,3433 CORLEAR AVENUE,,10463.0,1.0,0.0,1.0,"2,500","1,248",1925.0,1.0,A1,0,2020-01-30
2156,2.0,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY DWELLINGS,5768.0,869.0,311 WEST 236TH STREET,,10463.0,1.0,0.0,1.0,"2,500","1,575",1933.0,1.0,A2,"725,000",2020-05-15
2157,2.0,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,3248.0,122.0,2735 CLAFLIN AVENUE,,10468.0,2.0,0.0,2.0,"3,315","2,430",1910.0,1.0,B1,"335,000",2020-01-10
2160,2.0,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,3252.0,152.0,3991 SAXON AVENUE,,10463.0,2.0,0.0,2.0,"4,108","2,793",1920.0,1.0,B3,"722,500",2020-01-28
2162,2.0,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY DWELLINGS,3253.0,86.0,2758 KINGSBRIDGE TERRACE,,10463.0,2.0,0.0,2.0,"9,885","2,256",1925.0,1.0,B2,10,2020-06-19
